onetsoc_code,alternate_title,short_title,sources
51-4122.00,Controlled Atmospheric Furnace Brazer,,08
51-4122.00,Electron Beam Machine Welder Setter,,08
51-4122.00,Electron Beam Welder Setter,,"04,06"
51-4122.00,Electron Beam Welding Machine Operator,,08
51-4122.00,Electroslag Welding Machine Operator,,08
51-4122.00,Explosion Welder,,08
51-4122.00,Fabricator,,02
51-4122.00,Field Operator,,10
51-4122.00,Field Technician (Field Tech),Field Tech,10
51-4122.00,Finishing Technician (Finishing Tech),Finishing Tech,"02,10"
51-4122.00,Friction Welding Machine Operator,,08
51-4122.00,Furnace Brazer,,08
51-4122.00,Gas Welding Machine Operator,,08
51-4122.00,Induction Brazer,,08
51-4122.00,Induction Heating Equipment Setter,,08
51-4122.00,Industrial Welder,,08
51-4122.00,Laser Beam Machine Operator,,"04,06"
51-4122.00,Laser Operator,,02
51-4122.00,Machine Burner,,08
51-4122.00,Machine Operator,,02
51-4122.00,Machine Welder,,"04,06"
51-4122.00,Manufacturing Associate,,09
51-4122.00,Manufacturing Operator,,09
51-4122.00,Mig Welder,,02
51-4122.00,Mill Operator,,10
51-4122.00,Oxygraph Operator,,"04,06"
51-4122.00,Racking Machine Operator,,"04,06"
51-4122.00,Racking Technician (Racking Tech),Racking Tech,10
51-4122.00,Reflow Operator,,08
51-4122.00,Reserve Tube Welder,,"02,04"
51-4122.00,Resistance Machine Welder Setter,,08
51-4122.00,Resistance Welding Machine Operator,,08
51-4122.00,Robotic Weld Operator,,10
51-4122.00,Robotic Weld Technician (Robotic Weld Tech),Robotic Weld Tech,10
51-4122.00,Robotic Welder,,10
51-4122.00,Robotic Welding Operator,,10
51-4122.00,Rod Welder,,02
51-4122.00,SMT Operator (Surface Mount Technology Operator),SMT Operator,10
51-4122.00,Solder Deposit Operator,,08
51-4122.00,Soldering Machine Operator,,"04,08"
51-4122.00,Soldering Machine Setter,,"04,08"
51-4122.00,Soldering Machine Setup Operator,,04
51-4122.00,Soldering Machine Tender,,04
51-4122.00,Soldering Technician (Soldering Tech),Soldering Tech,10
51-4122.00,Spot Welder,,02
51-4122.00,Thermit Welding Machine Operator,,08
51-4122.00,Travograph Operator,,"04,06"
51-4122.00,Type Soldering Machine Tender,,"04,06"
51-4122.00,Ultrasonic Welding Machine Operator,,"04,08"
51-4122.00,Wave Soldering Machine Operator,,08
51-4122.00,Weld Operator,,10
51-4122.00,Weld Technician (Weld Tech),Weld Tech,"02,10"
51-4122.00,Welding Machine Operator,,"04,08"
51-4122.00,Welding Machine Setter,,08
51-4122.00,Welding Machine Tender,,08
51-4122.00,Welding Operator,,"02,10"
51-4122.00,Welding Pantograph Machine Operator,,"04,06"
51-4122.00,Welding Pantograph Operator,,"04,06"
51-4191.00,Annealer,,"04,06,08,10"
51-4191.00,Annealing Furnace Operator,,"04,06"
51-4191.00,Annealing Furnace Tender,,"04,06"
51-4191.00,Annealing Oven Operator,,"04,06"
51-4191.00,Annealing Torch Operator,,"04,06"
51-4191.00,Bagger,,08
51-4191.00,Base-Draw Operator,,08
51-4191.00,Batch Heat Treat Operator,,02
51-4191.00,Batch Operator,,"02,10"
51-4191.00,Billet Heater,,"04,06"
51-4191.00,Billet Heater Operator,,"04,06"
51-4191.00,Box Annealer,,"04,06"
51-4191.00,Burner,,"02,04"
51-4191.00,Burner Machine Operator,,"04,06"
51-4191.00,Carbonizer,,"04,06"
51-4191.00,Carburizing Furnace Operator,,"04,06"
51-4191.00,Case Hardener,,"04,06,08"
51-4191.00,Charger,,"04,06"
51-4191.00,Charger Operator,,"04,06"
51-4191.00,Coating Line Worker,,02
51-4191.00,Crack Off Person,,"04,06"
51-4191.00,Cyanide Case Hardener,,"04,06"
51-4191.00,Cyanide Furnace Operator,,"04,06"
51-4191.00,Cyanide Pot Hardener,,"04,06"
51-4191.00,Cyanide Pot Tender,,"04,06"
51-4191.00,Dental Amalgam Processor,,08
51-4191.00,Die Hardener,,"04,06"
51-4191.00,Draw Fire Operator,,"04,06"
51-4191.00,Face Hardener,,"04,06"
51-4191.00,Fagot Heater,,"04,06"
51-4191.00,Flame Annealing Machine Setter,,"04,06"
51-4191.00,Flame Hardener,,"04,06"
51-4191.00,Flame Hardening Machine Operator,,"04,06"
51-4191.00,Flame Hardening Machine Setter,,"04,06"
51-4191.00,Forge Heater,,"04,06"
51-4191.00,Furnace Feeder,,"04,06"
51-4191.00,Furnace Operator,,"02,08"
51-4191.00,Hardener,,"02,04,08"
51-4191.00,Heat Regulator,,"04,06"
51-4191.00,Heat Treat Furnace Operator,,"02,08,10"
51-4191.00,Heat Treat Operator,,"02,04,06,10"
51-4191.00,Heat Treat Technician,,"02,10"
51-4191.00,Heat Treater,,"02,04,06,08,10"
51-4191.00,Heat Treating Bluer,,"04,06"
51-4191.00,Heat Treating Furnace Tender,,"04,06"
51-4191.00,Heat Treating Operator,,"04,06"
51-4191.00,Hot Mill Worker,,"04,06"
51-4191.00,Induction Heat Treater,,"04,06"
51-4191.00,Induction Machine Operator,,08
51-4191.00,Induction Machine Setter,,"04,06,08"
51-4191.00,Metal and Plastic Heater,,08
51-4191.00,Metal and Plastic Heating Equipment Setter,,08
51-4191.00,Metal Annealer,,06
51-4191.00,Metal Hardener,,06
51-4191.00,Metal Temperer,,06
51-4191.00,Metal Treater,,06
51-4191.00,Muffle Operator,,"04,06"
51-4191.00,Normalizer,,"04,06"
51-4191.00,Parts Processor,,10
51-4191.00,Peelman,,"04,06"
51-4191.00,Pit Furnace Operator,,"04,06"
51-4191.00,Plate Furnace Operator,,"04,06"
51-4191.00,Pre Batch Operator,,10
51-4191.00,Preparatory Technician,,10
51-4191.00,Production Hardener,,08
51-4191.00,Pulpit Operator,,"04,06"
51-4191.00,Pusher,,"04,06"
51-4191.00,Quenching Machine Operator,,"04,06"
51-4191.00,Reach Operator,,10
51-4191.00,Reheater,,"04,06"
51-4191.00,Rivet Heater,,"04,06"
51-4191.00,Scarf and Anneal Operator,,02
51-4191.00,Sheet Heater,,"04,06"
51-4191.00,Sinter Feeder,,"04,06"
51-4191.00,Slab Depiler Operator,,"04,06"
51-4191.00,Soaking Pit Operator,,"04,06"
51-4191.00,Spike Machine Heater,,08
51-4191.00,Steel Heater,,"04,06"
51-4191.00,Stove Tender,,"04,06"
51-4191.00,Temperer,,"04,06,08"
51-4191.00,Tempering Oven Operator,,"04,06"
51-4191.00,Tool Hardener,,"04,06"
51-4191.00,Torch Operator,,10
51-4191.00,Tube Heater,,"04,06"
51-4191.00,Wire Annealer,,"04,06"
51-4191.00,Wire Temperer,,"04,06"
51-4192.00,Aircraft Lay Out Worker,,"04,06"
51-4192.00,Bellmaker,,"04,06"
51-4192.00,Development Mechanic,,02
51-4192.00,Dimensional Inspector,,10
51-4192.00,Duplicator,,"04,06"
51-4192.00,Hangersmith,,"04,06"
51-4192.00,Lay-Out Worker,,08
51-4192.00,Layout Fabricator,,02
51-4192.00,Layout Fitter,,02
51-4192.00,Layout Inspector,,02
51-4192.00,Layout Man,,02
51-4192.00,Layout Mechanic,,02
51-4192.00,Layout Technician (Layout Tech),Layout Tech,"02,10"
51-4192.00,Layout Worker,,"02,04"
51-4192.00,Location and Measurement Technician,,"04,06"
51-4192.00,Machine Lay Out Worker,,"04,06"
51-4192.00,Marine Fitter,,"04,06"
51-4192.00,Marine Shipfitter,,10
51-4192.00,Pattern Layout Worker,,"04,06"
51-4192.00,Pattern Setter,,"04,06"
51-4192.00,Plate Fitter,,"04,06"
51-4192.00,Plate Hanger,,"04,06"
51-4192.00,Precision Layout Worker,,"04,06"
51-4192.00,Propeller Layout Worker,,"04,06"
51-4192.00,Ship Erector,,"04,06"
51-4192.00,Ship Fitter,,"02,04,06,08,10"
51-4192.00,Shipfitter,,"04,08,10"
51-4192.00,Solid Surface Fabricator,,10
51-4192.00,Surface Fabricator,,10
51-4193.00,Alodize Machine Operator,,"04,06"
51-4193.00,Anode Machine Operator,,"04,06"
51-4193.00,Anodic Operator,,"04,06"
51-4193.00,Anodic Treater,,"04,06"
51-4193.00,Anodize Machine Operator,,"04,06"
51-4193.00,Anodizer,,"02,04,06,08,10"
51-4193.00,Anodizing Line Operator,,02
51-4193.00,Anodizing Operator,,10
51-4193.00,Anodizing Technician,,10
51-4193.00,Automatic Metal Spraying Machine Operator,,08
51-4193.00,Barrel Plater,,"04,06,08"
51-4193.00,Black Oxide Coating Equipment Tender,,08
51-4193.00,Bronze Plater,,"04,06"
51-4193.00,Browning Processor,,08
51-4193.00,Bullet Lubricating Machine Operator,,08
51-4193.00,Carbon Paper Coating Machine Setter,,"04,06"
51-4193.00,Ceramic Coater,,"04,06"
51-4193.00,Chrome Plater,,"02,04,06"
51-4193.00,Chrome Worker,,"04,06"
51-4193.00,Chromium Plater,,"04,06"
51-4193.00,Coater,,08
51-4193.00,Coater Associate,,02
51-4193.00,Coater Operator,,"02,08"
51-4193.00,Coating and Baking Operator,,08
51-4193.00,Coating Machine Operator,,10
51-4193.00,Component Prep Operator,,10
51-4193.00,Component Runner,,10
51-4193.00,Copper Plater,,"02,04,06"
51-4193.00,Corrosion Prevention Metal Sprayer,,08
51-4193.00,Custom Applicator,,10
51-4193.00,Electric Plater,,"04,06"
51-4193.00,Electro Plater,,"02,04"
51-4193.00,Electroformer,,"04,06,08"
51-4193.00,Electrogalvanizing Machine Operator,,"04,06"
51-4193.00,Electroless Plater,,"04,06"
51-4193.00,Electrolytic Plating and Coating Machine Setup Operator,,"04,06"
51-4193.00,Electroplater,,"04,06,10"
51-4193.00,Electroplating Technician,,10
51-4193.00,Electroplating Worker,,10
51-4193.00,Flow Solder Operator,,10
51-4193.00,Galvanizer,,"02,04,06,10"
51-4193.00,Galvanizing Pot Runner,,"04,06"
51-4193.00,Gettering Filament Machine Operator,,"04,06,08"
51-4193.00,Gold Plater,,"04,06"
51-4193.00,Hard Chrome Plater,,"02,04"
51-4193.00,Hot Dip Galvanizer,,"04,06"
51-4193.00,Hot Dip Plater,,"04,06"
51-4193.00,Impregnation Operator,,"04,06"
51-4193.00,Impregnator,,08
51-4193.00,Jewelry Coater,,"04,06,08"
51-4193.00,Lacquer Dipping Machine Operator,,"04,06"
51-4193.00,Lacquerer,,08
51-4193.00,Line Operator,,02
51-4193.00,Lock Plater,,"04,06"
51-4193.00,Lubricating Machine Tender,,"04,06"
51-4193.00,Machine Ceramic Coater,,08
51-4193.00,Machine Operator,,02
51-4193.00,Matrix Bath Attendant,,08
51-4193.00,Matrix Bath Operator,,"04,06"
51-4193.00,Matrix Operator,,10
51-4193.00,Matrix Plater,,"04,06,08"
51-4193.00,Matrix Worker,,"04,06"
51-4193.00,Metal and Plastic Nonelectrolytic Plating and Coating Machine Operator,,08
51-4193.00,Metal and Plastic Nonelectrolytic Plating and Coating Machine Set-Up Operator,,08
51-4193.00,Metal and Plastic Nonelectrolytic Plating and Coating Machine Setter,,08
51-4193.00,Metal and Plastic Nonelectrolytic Plating and Coating Machine Tender,,08
51-4193.00,Metal Coater,,"04,06"
51-4193.00,Metal Coater Operator,,"04,06"
51-4193.00,Metal Plater,,"04,06"
51-4193.00,Metal Sprayer,,"04,06"
51-4193.00,Metal Spraying Machine Operator,,"04,06"
51-4193.00,Metal Wire Coating Operator,,08
51-4193.00,Metal Wire Technician,,10
51-4193.00,Metalizer,,"02,04,06"
51-4193.00,Metalizing Machine Operator,,"04,06"
51-4193.00,Nail Galvanizer,,"04,06"
51-4193.00,Nickel Plater,,"02,04,06"
51-4193.00,Oxidized Finish Plater,,08
51-4193.00,Pasting Machine Operator,,"04,06"
51-4193.00,Plastics Plater,,"04,06"
51-4193.00,Plastics Spreading Machine Operator,,08
51-4193.00,Plate Former,,"04,06,08"
51-4193.00,Plater,,"02,04,08"
51-4193.00,Plating Equipment Tender,,08
51-4193.00,Plating Machine Operator,,04
51-4193.00,Plating Operator,,10
51-4193.00,Plating Tank Operator,,"04,06"
51-4193.00,Plating Technician,,10
51-4193.00,Primer Waterproofing Machine Operator,,08
51-4193.00,Printed Circuit Board Panels Electroless Plater,,08
51-4193.00,Printed Circuit Board Panels Plater,,08
51-4193.00,Printed Circuit Boards Solder-Leveler,,08
51-4193.00,Production Plater,,"02,04,06"
51-4193.00,Racker,,"02,10"
51-4193.00,Semiconductor Wafers and Components Plater,,08
51-4193.00,Shell Plater,,"04,06"
51-4193.00,Silver Plater,,"04,06"
51-4193.00,Silver Spray Worker,,"04,06"
51-4193.00,Silvering Applicator,,"04,06"
51-4193.00,Spray Machine Tender,,"04,06"
51-4193.00,Sprayer Operator,,"04,06,08,10"
51-4193.00,Tin Plater,,"02,04,06"
51-4193.00,Tin Pot Operator,,"04,06"
51-4193.00,Tinning Equipment Tender,,"04,06"
51-4193.00,Tube Coater,,"04,06,08"
51-4193.00,Unracker,,10
51-4193.00,Vacuum Applicator Operator,,"04,06"
51-4193.00,Vacuum Metalizer Operator,,"04,06"
51-4193.00,Welding Rod Coater,,08
51-4193.00,Zinc Plater,,"04,06"
51-4193.00,Zinc Plating Machine Operator,,"04,06"
51-4194.00,Card Grinder,,"04,06,08"
51-4194.00,Computer Numerical Control Grinding Technician (CNC Grinding Technician),CNC Grinding Technician,10
51-4194.00,Crankshaft Grinder,,02
51-4194.00,Cutter Grind Tool Technician,,02
51-4194.00,Cutter Grinder,,02
51-4194.00,Cutting Tool Sharpener,,10
51-4194.00,Cylinder Grinder,,"04,06,08"
51-4194.00,Deburrer,,10
51-4194.00,Die Barber,,"04,06,08"
51-4194.00,Die Fitter,,"04,06"
51-4194.00,Die Grinder,,"04,06"
51-4194.00,Die Polisher,,"02,04,06,08"
51-4194.00,Die Reamer,,"04,06"
51-4194.00,Die Sharpener,,10
51-4194.00,Die Trimmer,,"04,06"
51-4194.00,External Tool Grinder Operator,,08
51-4194.00,Filer,,10
51-4194.00,Finish Filer,,"04,06,08"
51-4194.00,Finisher,,02
51-4194.00,Grinder,,02
51-4194.00,Grinder Operator,,"02,08"
51-4194.00,Hand Tool Lapper,,"04,06"
51-4194.00,Internal Grinder Set-Up Operator,,08
51-4194.00,Mold Repair Specialist,,10
51-4194.00,Nonferrous Metal Die Polisher,,08
51-4194.00,OD Grinder Operator (Outer Diameter Grinder Operator),OD Grinder Operator,02
51-4194.00,Outer Diameter Grinder (OD Grinder),OD Grinder,10
51-4194.00,Outer Diameter Technician (OD Technician),OD Technician,10
51-4194.00,Polisher,,"02,10"
51-4194.00,Precision Grinder,,"04,06"
51-4194.00,Precision Honer,,"04,06"
51-4194.00,Sapphire Stylus Grinder,,"04,06"
51-4194.00,Saw Filer,,"02,04,06,08,10"
51-4194.00,Saw Fitter,,"02,04,06"
51-4194.00,Saw Straightener,,"04,06"
51-4194.00,Sharpener,,"04,06,10"
51-4194.00,Surface Tool Grinder Operator,,08
51-4194.00,Thread Grinder,,02
51-4194.00,Tool and Cutter Grinder,,02
51-4194.00,Tool Dresser,,"04,06"
51-4194.00,Tool Filer,,10
51-4194.00,Tool Grinder,,"02,04,08,10"
51-4194.00,Tool Grinder Operator,,08
51-4194.00,Tool Grinding Machine Operator,,"04,06"
51-4194.00,Tool Grinding Technician,,10
51-4194.00,Tool Maintenance Worker,,"04,06"
51-4194.00,Tool Room Utility Specialist,,10
51-4194.00,Tool Sharpener,,"04,10"
51-4194.00,Tool Straightener,,"04,06"
51-4194.00,Tool Technician,,10
51-4194.00,Universal Grinder Set-Up Operator,,08
51-4194.00,Universal Grinder Setup Operator,,08
51-4194.00,Workcell Operator,,02
51-4199.00,Anvil Seating Press Operator,,08
51-4199.00,Arbor Press Operator,,"04,06"
51-4199.00,Assembly Machine Tender,,08
51-4199.00,Automatic Engraver,,08
51-4199.00,Automatic Wheel Line Operator,,"04,06"
51-4199.00,Balancer,,"04,06"
51-4199.00,Balancing Machine Operator,,"04,06"
51-4199.00,Bale Tie Machine Operator,,"04,06"
51-4199.00,Ballistics Laboratory Gunsmith,,"04,06"
51-4199.00,Band Maker,,08
51-4199.00,Barbed Wire Machine Operator,,"04,06"
51-4199.00,Barrel Dedenting Machine Operator,,08
51-4199.00,Beading Machine Operator,,"04,06"
51-4199.00,Bench Loom Weaver,,08
51-4199.00,Bench Machine Operator,,"04,06"
51-4199.00,Bench Worker,,08
51-4199.00,Bit Shaver,,"04,06"
51-4199.00,Bit Tapper,,08
51-4199.00,Blacksmith,,08
51-4199.00,Blacksmith Apprentice,,08
51-4199.00,Bloom Conveyor Operator,,"04,06"
51-4199.00,Bobbin Winder Tender,,08
51-4199.00,Body Maker Machine Setter,,"04,06"
51-4199.00,Boiler Riveter,,"04,06"
51-4199.00,Bolt Header,,"04,06"
51-4199.00,Bradder,,"04,06"
51-4199.00,Bulk Sealer Operator,,08
51-4199.00,Bull Riveter,,"04,06"
51-4199.00,Bullet Assembly Press Operator,,08
51-4199.00,Bullet Assembly Press Setter-Operator,,08
51-4199.00,Bullet Grooving-Sizing-and-Lubricating-Machine Operator,,08
51-4199.00,Bushing Press Operator,,"04,06"
51-4199.00,Cable Machine Operator,,"04,06"
51-4199.00,Cable Strander,,"04,06"
51-4199.00,Cable Swager,,"04,06"
51-4199.00,Cable Weaver,,"04,06"
51-4199.00,"Cage Maker, Machine",,08
51-4199.00,Carbon Blocks Press Operator,,08
51-4199.00,Carnallite Plant Operator,,08
51-4199.00,Case Preparer and Liner,,08
51-4199.00,Centrifugal Control Switch Machine Operator,,"04,06"
51-4199.00,Chain Person,,04
51-4199.00,Chainman,,06
51-4199.00,Chandelier Maker,,"04,06"
51-4199.00,Charging Machine Operator,,08
51-4199.00,Chemical Etching Processor,,08
51-4199.00,Circular Saw-Edge Fuser,,08
51-4199.00,Coil Machine Operator,,"04,06"
51-4199.00,Coil Rewind Machine Operator,,"04,06"
51-4199.00,Coiler,,08
51-4199.00,Coiler Operator,,08
51-4199.00,Collet Maker,,"04,06,08"
51-4199.00,Collet Making Machine Operator,,"04,06"
51-4199.00,Control Operator,,"04,06"
51-4199.00,Coupling Machine Operator,,08
51-4199.00,Crimping Machine Operator,,08
51-4199.00,Crook Operator,,"04,06,08"
51-4199.00,Cupola Tapper,,"04,06"
51-4199.00,Design Inserter,,08
51-4199.00,Dicer Operator,,08
51-4199.00,Die Attaching Machine Tender,,08
51-4199.00,Discharge Door Operator,,"04,06"
51-4199.00,Discharging Machine Operator,,"04,06"
51-4199.00,Display Screen Fabricator,,08
51-4199.00,Door Machine Operator,,"04,06"
51-4199.00,Drier Operator,,08
51-4199.00,Drifter,,08
51-4199.00,Drivematic Machine Operator,,"04,06"
51-4199.00,Dross Skimmer,,"04,06"
51-4199.00,Dust Collector,,"04,06"
51-4199.00,Dust Collector Treater,,"04,06"
51-4199.00,Dynamic Balancer,,"04,06"
51-4199.00,Dynamite Cartridge Crimper,,"04,06"
51-4199.00,Electric Sealing Machine Operator,,08
51-4199.00,Electrical Discharge Machine Operator,,"04,06"
51-4199.00,Electrical Discharge Machine Set Up Operator,,"04,06"
51-4199.00,Electrical Discharge Machine Setup Operator,,04
51-4199.00,Electrolytic Etcher,,08
51-4199.00,Electronic Equipment Set-Up Operator,,08
51-4199.00,Embossing Machine Operator,,08
51-4199.00,Embossing Toolsetter,,08
51-4199.00,Equipment Operator,,04
51-4199.00,Expanding Machine Operator,,08
51-4199.00,Extrusion Die Repairer,,08
51-4199.00,Fabric Machine Operator,,"04,06"
51-4199.00,Fence Machine Operator,,"04,06"
51-4199.00,Fence Maker,,"04,06"
51-4199.00,Fence Making Machine Operator,,"04,06"
51-4199.00,Film Casting Operator,,"04,06"
51-4199.00,Fishing Accessories Maker,,08
51-4199.00,Fixture Maker,,"04,06"
51-4199.00,Flanging Roll Operator,,08
51-4199.00,Foam Machine Operator,,08
51-4199.00,Four-Slide Machine Operator,,08
51-4199.00,Fuse Cup Expander,,08
51-4199.00,Gleason Operator,,"04,06"
51-4199.00,Golf Club Head Former,,08
51-4199.00,Grooving Machine Operator,,08
51-4199.00,Hair Spring Winder,,"04,06"
51-4199.00,Hand Profiler,,08
51-4199.00,Hand Spring Former,,08
51-4199.00,Head Gauge Unit Operator,,08
51-4199.00,Heating Element Winder,,08
51-4199.00,Heddle Machine Operator,,08
51-4199.00,Heel Washer Stringing Machine Operator,,08
51-4199.00,High-Energy Forming Equipment Operator,,08
51-4199.00,Hobbing Press Operator,,08
51-4199.00,Hoop Flaring and Coiling Machine Operator,,08
51-4199.00,Hot Metal Mixer Operator,,"04,06,08"
51-4199.00,Hydraulic Pressure Auto Frettage Machine Operator,,08
51-4199.00,Hydraulic Riveter,,08
51-4199.00,Hydraulic Strainer Operator,,"04,06"
51-4199.00,Job Setter,,08
51-4199.00,Key Cutter,,08
51-4199.00,Lathe Winder,,08
51-4199.00,Lead Former,,08
51-4199.00,Loading Machine Tool Setter,,08
51-4199.00,Loom Setter,,"04,06"
51-4199.00,Lubricator Granulator,,"04,06"
51-4199.00,Machine Coil Assembler,,08
51-4199.00,Machine Etcher,,"04,06,08"
51-4199.00,Machine Hamper Maker,,"04,06"
51-4199.00,Machine Hoop Maker,,08
51-4199.00,Machine Operator,,04
51-4199.00,Machine Set Up Operator,,"04,06"
51-4199.00,Machine Setter,,"04,06"
51-4199.00,Machine Setter and Repairer,,08
51-4199.00,Machine Shop Worker,,"04,06"
51-4199.00,Machine Spring Former,,08
51-4199.00,Machined Parts Metal Sprayer,,08
51-4199.00,Metal Bonding Press Operator,,08
51-4199.00,Metal Bumper,,"04,06"
51-4199.00,Metal Fabricator Helper,,08
51-4199.00,Metal Rivet Machine Operator,,"04,06"
51-4199.00,Metal Riveter,,"04,06"
51-4199.00,Metal Riveting Machine Operator,,"04,06"
51-4199.00,Metal Spinner,,"04,06"
51-4199.00,Metal Sponge Making Machine Operator,,"04,06"
51-4199.00,Metal Worker,,"04,06"
51-4199.00,Miscellaneous Machine Operator,,"04,06"
51-4199.00,Monomer Purification Operator,,"04,06"
51-4199.00,Monomer Recovery Operator,,"04,06"
51-4199.00,Multi Operation Form Machinist,,08
51-4199.00,Multi Operation Form Setter,,08
51-4199.00,Multi-Operation Forming Machine Operator,,08
51-4199.00,Multi-Operation Forming Machine Setter,,08
51-4199.00,Nail Assembly Machine Operator,,"04,06"
51-4199.00,Nail Maker,,"04,06"
51-4199.00,Nail Making Machine Setter,,"04,06"
51-4199.00,Nail Mill Worker,,"04,06"
51-4199.00,Nail-Making Machine Tender,,08
51-4199.00,Needle Leader,,"04,06"
51-4199.00,Needle Maker,,"04,06"
51-4199.00,Needlemaker,,08
51-4199.00,Nickel Operator,,"04,06"
51-4199.00,Nickel Plant Operator,,"04,06"
51-4199.00,Nozzle Tender,,"04,06"
51-4199.00,Nut Tightener,,"04,06"
51-4199.00,Ore Crushing Dust Collector,,08
51-4199.00,Pairing Machine Operator,,"04,06"
51-4199.00,Paperback Machine Operator,,08
51-4199.00,Passer,,"04,06"
51-4199.00,Pig Conveyor Operator,,"04,06"
51-4199.00,Pin Machine Operator,,"04,06"
51-4199.00,Pipe Production Worker,,04
51-4199.00,Pipeman,,"04,06"
51-4199.00,Planishing Press Operator,,08
51-4199.00,Plastic Finisher,,"04,06"
51-4199.00,Plastic Machine Operator,,"04,06"
51-4199.00,Plastic Worker,,"04,06"
51-4199.00,Pneumatic Riveter,,"04,06"
51-4199.00,Pneumatic Tool Operator,,08
51-4199.00,Pocket Machine Operator,,08
51-4199.00,Pointer Machine Operator,,"04,06"
51-4199.00,Pointing Machine Operator,,08
51-4199.00,Poke-In,,"04,06"
51-4199.00,Portable Pinch Riveter,,08
51-4199.00,Press Operator,,08
51-4199.00,Primer Charging Tool Setter,,08
51-4199.00,Printed Circuit Boards Plasma Etcher,,08
51-4199.00,Printed Circuit Boards Stripper-Etcher,,08
51-4199.00,Production Electrical Discharge Machine Operator,,08
51-4199.00,Production Machine Tender,,"04,06"
51-4199.00,Pusher,,"04,06"
51-4199.00,Pusher Operator,,"04,06,08"
51-4199.00,Recovery Operator,,"04,06,08"
51-4199.00,Reducing Machine Operator,,08
51-4199.00,Ring Stamper,,08
51-4199.00,Ripper,,08
51-4199.00,Rivet Bucker,,"04,06"
51-4199.00,Rivet Catcher,,"04,06"
51-4199.00,Rivet Driver,,"04,06"
51-4199.00,Rivet Machine Operator,,04
51-4199.00,Rivet Passer,,"04,06"
51-4199.00,Rivet Sticker,,"04,06"
51-4199.00,Rivet Tapping Machine Operator,,"04,06"
51-4199.00,Rivet Tester,,"04,06"
51-4199.00,Rivet Thrower,,"04,06"
51-4199.00,Rivet Tosser,,"04,06"
51-4199.00,Riveter,,04
51-4199.00,Riveting Machine Operator,,08
51-4199.00,Rod Puller and Coiler,,08
51-4199.00,Roll Over Press Operator,,08
51-4199.00,Roper Operator,,"04,06"
51-4199.00,Safety Pin Assembling Machine Operator,,"04,06"
51-4199.00,Sample Body Builder,,"04,06"
51-4199.00,Sandblast Operator,,08
51-4199.00,Sandblast or Shotblast Equipment Tender,,08
51-4199.00,Scale Assembly Set-Up Worker,,08
51-4199.00,Scale Shooter,,"04,06"
51-4199.00,Scarfing Machine Operator,,08
51-4199.00,Scrap Baller,,"04,06"
51-4199.00,Scrap Handler,,"04,06"
51-4199.00,Screen Machine Operator,,08
51-4199.00,Seamless Tube Roller,,08
51-4199.00,Semiconductor Bonder,,08
51-4199.00,Set Up Worker,,"04,06"
51-4199.00,Sheeter Operator,,08
51-4199.00,Shell Mold Bonding Machine Operator,,08
51-4199.00,Shoe Sticks Repairer,,08
51-4199.00,Shot Polisher and Inspector,,08
51-4199.00,Shotblast Equipment Operator,,08
51-4199.00,Shredding Floor Equipment Operator,,08
51-4199.00,Slat Twister,,"04,06"
51-4199.00,Socket Puller,,08
51-4199.00,Spaghetti Machine Operator,,08
51-4199.00,Spindle Frame Carver,,08
51-4199.00,Spindle Maker,,"04,06"
51-4199.00,Spiral Spring Winder,,"04,06,08"
51-4199.00,Spiral Weaver,,"04,06,08"
51-4199.00,Spool Winder,,08
51-4199.00,Spring Coiler,,"04,06,08"
51-4199.00,Spring Coiling Machine Setter,,"04,06"
51-4199.00,Spring Former,,04
51-4199.00,Spring Machine Operator,,"04,06"
51-4199.00,Spring Maker,,"04,06"
51-4199.00,Stapler,,04
51-4199.00,Stapling Machine Operator,,"04,06"
51-4199.00,Steel Checker,,"04,06"
51-4199.00,Straight Line Press Setter,,08
51-4199.00,Straight Pin Making Machine Operator,,"04,06"
51-4199.00,Stranding Machine Operator,,"04,06"
51-4199.00,Stretch Machine Operator,,08
51-4199.00,Stretcher-Leveler Operator,,08
51-4199.00,Strip Tank Tender,,"04,06"
51-4199.00,Sweep Press Operator,,08
51-4199.00,Tack Maker,,"04,06"
51-4199.00,Tank House Operator,,"04,06"
51-4199.00,Tank Riveter,,"04,06"
51-4199.00,Tank Tender,,"04,06,08"
51-4199.00,Tapper,,"04,06"
51-4199.00,Tensioning Machine Operator,,"04,06"
51-4199.00,Thermal Cutting Machine Operator,,08
51-4199.00,Thread Roller,,"04,06"
51-4199.00,Tin Recovery Worker,,"04,06"
51-4199.00,Tool Dresser,,08
51-4199.00,Tool Machine Setup Operator,,04
51-4199.00,Tool Setter,,"04,06"
51-4199.00,Torsion Spring Coiling Machine Setter,,"04,06,08"
51-4199.00,Trimmer,,08
51-4199.00,Trimmer Operator,,08
51-4199.00,Truer,,"04,06"
51-4199.00,Tube Cleaning Operator,,08
51-4199.00,Tubular Riveter,,"04,06"
51-4199.00,Twist Maker,,"04,06"
51-4199.00,Twisting Machine Operator,,"04,06"
51-4199.00,Type Rolling Machine Operator,,08
51-4199.00,Universal Winding Machine Operator,,"04,06"
51-4199.00,Wheelabrator Operator,,"04,06"
51-4199.00,Wire Bender,,08
51-4199.00,Wire Mesh Knitter,,08
51-4199.00,Wire Preparation Machine Tender,,08
51-4199.00,Wire Strander,,"04,06"
